item,co2,unit,category,source
"beef, baby food, junior",27.0,0.148,food,Existing Dataset
"pork, ns as to cut, cooked, ns as to fat eaten",12.1,0.068,food,Existing Dataset
"pork, ns as to cut, cooked, lean and fat eaten",12.1,0.068,food,Existing Dataset
"pork, ns as to cut, cooked, lean only eaten",12.1,0.068,food,Existing Dataset
"pork, ns as to cut, fried, ns as to fat eaten",12.1,0.068,food,Existing Dataset
"pork, ns as to cut, fried, lean and fat eaten",12.1,0.068,food,Existing Dataset
"pork, ns as to cut, fried, lean only eaten",12.1,0.068,food,Existing Dataset
"pork, ns as to cut, breaded or floured, fried, ns as to fat eaten",12.1,0.113,food,Existing Dataset
"pork, ns as to cut, breaded or floured, fried, lean and fat eaten",12.1,0.113,food,Existing Dataset
"pork, ns as to cut, breaded or floured, fried, lean only eaten",12.1,0.113,food,Existing Dataset
"pork, pickled, ns as to cut",12.1,0.037,food,Existing Dataset
"pork, ground or patty, cooked",12.1,0.044,food,Existing Dataset
"pork, ground or patty, breaded, cooked",12.1,0.067,food,Existing Dataset
pork jerky,12.31,0.227,food,Existing Dataset
"pork chop, ns as to cooking method, ns as to fat eaten",12.31,0.068,food,Existing Dataset
"pork chop, ns as to cooking method, lean and fat eaten",12.31,0.068,food,Existing Dataset
"pork chop, ns as to cooking method, lean only eaten",12.31,0.068,food,Existing Dataset
"pork chop, broiled or baked, ns as to fat eaten",12.31,0.068,food,Existing Dataset
"pork chop, broiled or baked, lean and fat eaten",12.31,0.068,food,Existing Dataset
"pork chop, broiled or baked, lean only eaten",12.31,0.068,food,Existing Dataset
"pork chop, breaded or floured, broiled or baked, ns as to fat eaten",12.31,0.093,food,Existing Dataset
"pork chop, breaded or floured, broiled or baked, lean and fat eaten",12.31,0.093,food,Existing Dataset
"pork chop, breaded or floured, broiled or baked, lean only eaten",12.31,0.093,food,Existing Dataset
"pork chop, fried, ns as to fat eaten",12.31,0.068,food,Existing Dataset
"pork chop, fried, lean and fat eaten",12.31,0.068,food,Existing Dataset
"pork chop, fried, lean only eaten",12.31,0.068,food,Existing Dataset
"pork chop, breaded or floured, fried, ns as to fat eaten",12.31,0.113,food,Existing Dataset
"pork chop, breaded or floured, fried, lean and fat eaten",12.31,0.113,food,Existing Dataset
"pork chop, breaded or floured, fried, lean only eaten",12.31,0.113,food,Existing Dataset
"pork chop, battered, fried, ns as to fat eaten",12.31,0.074,food,Existing Dataset
"pork chop, battered, fried, lean and fat eaten",12.31,0.074,food,Existing Dataset
"pork chop, battered, fried, lean only eaten",12.31,0.075,food,Existing Dataset
"pork chop, stewed, ns as to fat eaten",12.31,0.071,food,Existing Dataset
"pork chop, stewed, lean and fat eaten",12.31,0.071,food,Existing Dataset
"pork chop, stewed, lean only eaten",12.31,0.072,food,Existing Dataset
"pork chop, smoked or cured, cooked, ns as to fat eaten",12.31,0.113,food,Existing Dataset
"pork chop, smoked or cured, cooked, lean and fat eaten",12.31,0.113,food,Existing Dataset
"pork chop, smoked or cured, cooked, lean only eaten",12.31,0.128,food,Existing Dataset
"pork steak or cutlet, ns as to cooking method, ns as to fat eaten",12.31,0.128,food,Existing Dataset
"pork steak or cutlet, ns as to cooking method, lean and fat eaten",12.31,0.128,food,Existing Dataset
"pork steak or cutlet, ns as to cooking method, lean only eaten",12.31,0.137,food,Existing Dataset
"pork steak or cutlet, battered, fried, ns as to fat eaten",12.31,0.118,food,Existing Dataset
"pork steak or cutlet, battered, fried, lean and fat eaten",12.31,0.118,food,Existing Dataset
"pork steak or cutlet, battered, fried, lean only eaten",12.31,0.124,food,Existing Dataset
"pork steak or cutlet, broiled or baked, ns as to fat eaten",12.31,0.128,food,Existing Dataset
"pork steak or cutlet, broiled or baked, lean and fat eaten",12.31,0.128,food,Existing Dataset
"pork steak or cutlet, broiled or baked, lean only eaten",12.31,0.137,food,Existing Dataset
"pork steak or cutlet, fried, ns as to fat eaten",12.31,0.128,food,Existing Dataset
"pork steak or cutlet, fried, lean and fat eaten",12.31,0.128,food,Existing Dataset
"pork steak or cutlet, fried, lean only eaten",12.31,0.137,food,Existing Dataset
"pork steak or cutlet, breaded or floured, broiled or baked, ns as to fat eaten",12.31,0.141,food,Existing Dataset
"pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",12.31,0.141,food,Existing Dataset
"pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",12.31,0.149,food,Existing Dataset
"pork steak or cutlet, breaded or floured, fried, ns as to fat eaten",12.31,0.159,food,Existing Dataset
"pork steak or cutlet, breaded or floured, fried, lean and fat eaten",12.31,0.156,food,Existing Dataset
"pork steak or cutlet, breaded or floured, fried, lean only eaten",12.31,0.162,food,Existing Dataset
"pork, tenderloin, cooked, ns as to cooking method",12.1,0.123,food,Existing Dataset
"pork, tenderloin, breaded, fried",12.1,0.143,food,Existing Dataset
"pork, tenderloin, braised",12.1,0.13,food,Existing Dataset
"pork, tenderloin, baked",12.1,0.123,food,Existing Dataset
"pork, tenderloin, battered, fried",12.1,0.114,food,Existing Dataset
"pork roast, ns as to cut, cooked, ns as to fat eaten",12.31,0.056,food,Existing Dataset
"pork roast, ns as to cut, cooked, lean and fat eaten",12.31,0.056,food,Existing Dataset
"pork roast, ns as to cut, cooked, lean only eaten",12.31,0.059,food,Existing Dataset
"pork roast, loin, cooked, ns as to fat eaten",12.31,0.056,food,Existing Dataset
"pork roast, loin, cooked, lean and fat eaten",12.31,0.056,food,Existing Dataset
"pork roast, loin, cooked, lean only eaten",12.31,0.059,food,Existing Dataset
"fried pork chunks, puerto rican style",12.31,0.096,food,Existing Dataset
"pork roast, shoulder, cooked, ns as to fat eaten",12.31,0.112,food,Existing Dataset
"pork roast, shoulder, cooked, lean and fat eaten",12.31,0.112,food,Existing Dataset
"pork roast, shoulder, cooked, lean only eaten",12.31,0.123,food,Existing Dataset
"pork roast, smoked or cured, cooked, ns as to fat eaten",12.31,0.119,food,Existing Dataset
"pork roast, smoked or cured, cooked, lean and fat eaten",12.31,0.119,food,Existing Dataset
"pork roast, smoked or cured, cooked, lean only eaten",12.31,0.087,food,Existing Dataset
"pork roll, cured, fried",12.31,0.05,food,Existing Dataset
"pork bacon, ns as to fresh, smoked or cured, cooked",12.31,0.105,food,Existing Dataset
"pork bacon, ns as to fresh, smoked or cured, reduced sodium, cooked",12.31,0.164,food,Existing Dataset
"pork bacon, smoked or cured, cooked",12.31,0.105,food,Existing Dataset
"bacon or side pork, fresh, cooked",12.31,0.105,food,Existing Dataset
"pork bacon, smoked or cured, reduced sodium, cooked",12.31,0.164,food,Existing Dataset
"salt pork, cooked",12.31,0.034,food,Existing Dataset
"pork, spareribs, cooked, ns as to fat eaten",12.1,0.141,food,Existing Dataset
"pork, spareribs, cooked, lean and fat eaten",12.1,0.141,food,Existing Dataset
"pork, spareribs, cooked, lean only eaten",12.1,0.098,food,Existing Dataset
"pork, spareribs, barbecued, with sauce, ns as to fat eaten",12.1,0.126,food,Existing Dataset
"pork, spareribs, barbecued, with sauce, lean and fat eaten",12.1,0.126,food,Existing Dataset
"pork, spareribs, barbecued, with sauce, lean only eaten",12.1,0.122,food,Existing Dataset
"pork, cracklings, cooked",12.1,0.105,food,Existing Dataset
"pork ears, tail, head, snout, miscellaneous parts, cooked",12.31,0.089,food,Existing Dataset
"pork, neck bones, cooked",12.1,0.118,food,Existing Dataset
"pork, pig's feet, cooked",12.1,0.061,food,Existing Dataset
"pork, pig's feet, pickled",12.1,0.037,food,Existing Dataset
"pork, pig's hocks, cooked",12.1,0.106,food,Existing Dataset
pork skin rinds,12.31,0.094,food,Existing Dataset
"pork skin, boiled",12.31,0.089,food,Existing Dataset
"lamb, ns as to cut, cooked",39.0,0.118,food,Existing Dataset
"lamb chop, ns as to cut, cooked, ns as to fat eaten",39.72,0.129,food,Existing Dataset
"lamb chop, ns as to cut, cooked, lean and fat eaten",39.72,0.129,food,Existing Dataset
"lamb chop, ns as to cut, cooked, lean only eaten",39.72,0.144,food,Existing Dataset
"lamb, loin chop, cooked, ns as to fat eaten",39.0,0.129,food,Existing Dataset
"lamb, loin chop, cooked, lean and fat eaten",39.0,0.129,food,Existing Dataset
"lamb, loin chop, cooked, lean only eaten",39.0,0.144,food,Existing Dataset
"lamb, shoulder chop, cooked, ns as to fat eaten",39.0,0.107,food,Existing Dataset
"lamb, shoulder chop, cooked, lean and fat eaten",39.0,0.107,food,Existing Dataset
"lamb, shoulder chop, cooked, lean only eaten",39.0,0.112,food,Existing Dataset
"lamb, ribs, cooked, lean only eaten",39.0,0.138,food,Existing Dataset
"lamb, ribs, cooked, ns as to fat eaten",39.0,0.12,food,Existing Dataset
"lamb, ribs, cooked, lean and fat eaten",39.0,0.12,food,Existing Dataset
"lamb hocks, cooked",39.72,0.122,food,Existing Dataset
"lamb, roast, cooked, ns as to fat eaten",39.0,0.111,food,Existing Dataset
"lamb, roast, cooked, lean and fat eaten",39.0,0.111,food,Existing Dataset
"lamb, roast, cooked, lean only eaten",39.0,0.116,food,Existing Dataset
"lamb, ground or patty, cooked",39.0,0.127,food,Existing Dataset
"veal cutlet or steak, ns as to cooking method, ns as to fat eaten",3.5,0.1,food,Existing Dataset
"veal cutlet or steak, ns as to cooking method, lean and fat eaten",3.5,0.139,food,Existing Dataset
"veal cutlet or steak, ns as to cooking method, lean only eaten",3.5,0.062,food,Existing Dataset
"veal cutlet or steak, broiled, ns as to fat eaten",3.5,0.128,food,Existing Dataset
"veal cutlet or steak, broiled, lean and fat eaten",3.5,0.128,food,Existing Dataset
"veal cutlet or steak, broiled, lean only eaten",3.5,0.062,food,Existing Dataset
"veal cutlet or steak, fried, ns as to fat eaten",3.5,0.073,food,Existing Dataset
"veal cutlet or steak, fried, lean and fat eaten",3.5,0.073,food,Existing Dataset
"veal cutlet or steak, fried, lean only eaten",3.5,0.062,food,Existing Dataset
"mock chicken legs, cooked",9.87,0.109,food,Existing Dataset
"venison/deer steak, cooked, ns as to cooking method",3.5,0.224,food,Existing Dataset
"venison/deer steak, breaded or floured, cooked, ns as to cooking method",3.5,0.211,food,Existing Dataset
"lamb, baby food, strained",39.0,0.148,food,Existing Dataset
"chicken, ns as to part and cooking method, ns as to skin eaten",6.9,0.064,food,Existing Dataset
"chicken, ns as to part and cooking method, skin eaten",6.9,0.06,food,Existing Dataset
"chicken, ns as to part and cooking method, skin not eaten",6.9,0.064,food,Existing Dataset
"chicken, ns as to part, baked, broiled, or roasted, ns as to skin eaten",6.9,0.058,food,Existing Dataset
"chicken, ns as to part, baked, broiled, or roasted, skin eaten",6.9,0.055,food,Existing Dataset
"chicken, ns as to part, baked, broiled, or roasted, skin not eaten",6.9,0.058,food,Existing Dataset
"chicken, ns as to part, rotisserie, ns as to skin eaten",6.9,0.064,food,Existing Dataset
"chicken, ns as to part, rotisserie, skin eaten",6.9,0.06,food,Existing Dataset
"chicken, ns as to part, rotisserie, skin not eaten",6.9,0.064,food,Existing Dataset
"chicken, ns as to part, stewed, ns as to skin eaten",6.9,0.049,food,Existing Dataset
"chicken, ns as to part, stewed, skin eaten",6.9,0.047,food,Existing Dataset
"chicken, ns as to part, stewed, skin not eaten",6.9,0.049,food,Existing Dataset
"chicken, ns as to part, grilled without sauce, ns as to skin eaten",6.9,0.057,food,Existing Dataset
"chicken, ns as to part, grilled without sauce, skin eaten",6.9,0.054,food,Existing Dataset
"chicken, ns as to part, grilled without sauce, skin not eaten",6.9,0.057,food,Existing Dataset
"chicken, ns as to part, grilled with sauce, ns as to skin eaten",6.9,0.06,food,Existing Dataset
"chicken, ns as to part, grilled with sauce, skin eaten",6.9,0.057,food,Existing Dataset
"chicken, ns as to part, grilled with sauce, skin not eaten",6.9,0.06,food,Existing Dataset
"chicken, ns as to part, sauteed, skin eaten",6.9,0.054,food,Existing Dataset
"chicken, ns as to part, sauteed, skin not eaten",6.9,0.057,food,Existing Dataset
"chicken, ns as to part, fried, coated, skin / coating eaten",6.9,0.089,food,Existing Dataset
"chicken, ns as to part, fried, coated, skin / coating not eaten",6.9,0.071,food,Existing Dataset
"chicken, ns as to part, baked, coated, skin / coating eaten",6.9,0.089,food,Existing Dataset
"chicken, ns as to part, baked, coated, skin / coating not eaten",6.9,0.071,food,Existing Dataset
"chicken breast, ns as to cooking method, skin eaten",9.87,0.041,food,Existing Dataset
"chicken breast, ns as to cooking method, skin not eaten",9.87,0.041,food,Existing Dataset
"chicken breast, baked, broiled, or roasted, skin eaten, from raw",9.87,0.044,food,Existing Dataset
"chicken breast, baked, broiled, or roasted, skin not eaten, from raw",9.87,0.047,food,Existing Dataset
"chicken breast, baked or broiled, skin eaten, from pre-cooked",9.87,0.041,food,Existing Dataset
"chicken breast, baked or broiled, skin not eaten, from pre-cooked",9.87,0.041,food,Existing Dataset
"chicken breast, baked or broiled, skin eaten, from fast food / restaurant",9.87,0.043,food,Existing Dataset
"chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",9.87,0.046,food,Existing Dataset
"chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",9.87,0.044,food,Existing Dataset
"chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",9.87,0.047,food,Existing Dataset
"chicken breast, rotisserie, skin eaten",9.87,0.041,food,Existing Dataset
"chicken breast, rotisserie, skin not eaten",9.87,0.041,food,Existing Dataset
"chicken breast, stewed, skin eaten",9.87,0.042,food,Existing Dataset
"chicken breast, stewed, skin not eaten",9.87,0.044,food,Existing Dataset
"chicken breast, grilled without sauce, skin eaten",9.87,0.043,food,Existing Dataset
"chicken breast, grilled without sauce, skin not eaten",9.87,0.046,food,Existing Dataset
"chicken breast, grilled with sauce, skin eaten",9.87,0.048,food,Existing Dataset
"chicken breast, grilled with sauce, skin not eaten",9.87,0.051,food,Existing Dataset
"chicken breast, sauteed, skin eaten",9.87,0.043,food,Existing Dataset
"chicken breast, sauteed, skin not eaten",9.87,0.046,food,Existing Dataset
"chicken breast, fried, coated, skin / coating eaten, from raw",9.87,0.048,food,Existing Dataset
"chicken breast, fried, coated, skin / coating not eaten, from raw",9.87,0.046,food,Existing Dataset
"chicken breast, fried, coated, prepared skinless, coating eaten, from raw",9.87,0.051,food,Existing Dataset
"chicken breast, fried, coated, skin / coating eaten, from pre-cooked",9.87,0.049,food,Existing Dataset
"chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",9.87,0.046,food,Existing Dataset
"chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",9.87,0.064,food,Existing Dataset
"chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",9.87,0.059,food,Existing Dataset
"chicken breast, baked, coated, skin / coating eaten",9.87,0.048,food,Existing Dataset
"chicken breast, baked, coated, skin / coating not eaten",9.87,0.046,food,Existing Dataset
"chicken leg, drumstick and thigh, ns as to cooking method, skin eaten",9.87,0.079,food,Existing Dataset
"chicken leg, drumstick and thigh, ns as to cooking method, skin not eaten",9.87,0.086,food,Existing Dataset
"chicken leg, drumstick and thigh, baked or broiled, skin eaten",9.87,0.066,food,Existing Dataset
"chicken leg, drumstick and thigh, baked or broiled, skin not eaten",9.87,0.069,food,Existing Dataset
"chicken leg, drumstick and thigh, rotisserie, skin eaten",9.87,0.079,food,Existing Dataset
"chicken leg, drumstick and thigh, rotisserie, skin not eaten",9.87,0.086,food,Existing Dataset
"chicken leg, drumstick and thigh, stewed, skin eaten",9.87,0.052,food,Existing Dataset
"chicken leg, drumstick and thigh, stewed, skin not eaten",9.87,0.054,food,Existing Dataset
"chicken leg, drumstick and thigh, grilled without sauce, skin eaten",9.87,0.064,food,Existing Dataset
